Filename,Science_Mean,Science_Std,Reference_Mean,Reference_Std,Diff_Mean,Diff_Std,SNR,Result
SDSS-II SN 13558.fits,186.95992,30.013401,1821.1328,432.9613,1634.1729,417.30576,6.594307, Good triplet
SN 2022ffv.fits,nan,nan,1741.5122,1118.5055,nan,nan,0, Poor triplet
SN 2021gno.fits,197.11786,57.872673,2539.5308,1479.1487,2340.4573,1431.3356,9.957006, Good triplet
SN 2016bdu.fits,187.11374,58.154606,1601.1758,523.63007,1414.0619,499.58548,8.488091, Good triplet
SN 2019vro.fits,186.57428,22.184435,1914.8287,465.46716,1728.2544,450.48157,10.111941, Good triplet
SN 2021hpr.fits,207.14165,225.82706,2688.6982,1827.8707,2482.0217,1746.1053,10.0766, Good triplet
SN 2017cii.fits,192.59602,207.01166,2218.9475,742.35254,2026.5673,645.9925,9.429597, Good triplet
SN 2017eaw.fits,248.33064,276.37408,5091.275,3231.3103,4843.0957,3144.2876,14.269346, Good triplet
SN 2016ccm.fits,191.9098,43.6273,2584.5513,1424.9413,2361.6519,1173.0847,2.3827472, Moderate triplet
SN 2022wte.fits,189.70123,37.944447,1854.5056,717.33636,1664.8044,694.85315,12.076843, Good triplet
SN 2022xxf.fits,195.8669,102.525536,2234.1558,1851.7246,2038.2893,1795.0524,10.212034, Good triplet
SN 2021ydb.fits,190.65094,51.756893,2082.5454,944.5011,1891.8945,921.7929,2.0131733, Moderate triplet
SN 2018gj.fits,195.92023,106.5809,1568.6376,1417.1301,1372.7175,1365.8431,2.3499403, Moderate triplet
SN 2022edq.fits,188.61337,17.124596,1685.5784,706.62695,1487.745,529.1182,9.157911, Good triplet
SN 2020wcj.fits,196.69281,152.26799,1687.8323,1333.2498,1481.8998,1222.7369,6.037255, Good triplet
SN 2022dmj.fits,192.20752,41.51021,2061.2588,952.54865,1893.0631,942.57495,0, Moderate triplet
LSQ12ftb.fits,190.69342,92.5995,2306.9465,665.95996,2116.2527,622.4492,2.1151888, Moderate triplet
SN 2018ec.fits,nan,nan,2053.8086,1775.3424,nan,nan,0, Poor triplet
SN 2019yvs.fits,186.20953,71.72714,2167.4907,498.27698,1978.7971,420.8068,10.262244, Good triplet
SN 2020ejm.fits,nan,nan,2565.7983,2126.408,nan,nan,0, Poor triplet
SN 2020scm.fits,224.99464,375.39233,3691.1926,2419.1208,3454.9592,2251.206,1.1913365, Moderate triplet
SN 2021dwo.fits,189.35474,54.640976,1853.125,906.33685,1652.251,780.93164,5.6517158, Good triplet
SN 2023uqe.fits,192.93001,103.53575,2112.5957,1036.4495,1902.8435,778.36005,2.5044947, Moderate triplet
SN 2023mwj.fits,189.98074,161.45537,2147.9731,811.13837,1958.1423,763.0063,4.339334, Moderate triplet
PS1-1000303.fits,188.35068,85.80297,1841.3387,1153.7233,1607.2017,732.30365,7.5819654, Good triplet
SDSS-II SN 16152.fits,204.93512,298.5407,2408.1377,1763.5436,2203.638,1646.6302,1.4981576, Moderate triplet
SN 2022aaxm.fits,192.70917,154.89966,2055.4116,916.4226,1848.1422,699.37415,8.410678, Good triplet
SN 2019two.fits,185.85545,24.329363,1587.8346,376.1067,1402.0702,360.72028,6.745365, Good triplet
SN 2018bgs.fits,191.90218,183.58936,2444.979,749.10175,2280.9138,745.9834,7.5474634, Good triplet
SN 2022wmv.fits,189.54826,85.212364,1962.2832,908.5499,1767.9982,818.6579,12.29856, Good triplet
SN 2023qov.fits,nan,nan,2070.7632,1533.0243,nan,nan,0, Poor triplet
SN2021zoh.fits,188.46423,45.205833,1852.1389,447.99933,1663.6764,433.4571,8.73215, Good triplet
SN 2021qxq.fits,188.20738,110.58614,833.13806,716.145,644.934,668.34906,3.1181612, Moderate triplet
SN 2018cvh.fits,190.46085,126.3886,1804.8967,1016.3475,1603.5668,883.0372,5.045971, Good triplet
SN 2019iex.fits,191.84695,87.59158,2238.4841,1301.9592,2046.7407,1261.8167,14.740758, Good triplet
SDSS-II SN 13017.fits,189.18488,67.47255,1878.3273,502.5081,1689.1422,475.0591,7.680326, Good triplet
SN 2019bnc.fits,187.36253,47.694584,1768.8978,565.4117,1579.1349,492.35593,5.8461223, Good triplet
SN 2021aghx.fits,189.03891,184.42583,2139.1838,1042.7704,1922.7686,823.83905,11.940891, Good triplet
SN 2022ssk.fits,188.96632,42.727055,2079.9502,676.3751,1890.9835,656.99725,2.786823, Moderate triplet
SN 2023mjr.fits,191.27866,128.04974,2039.923,1188.2291,1816.6415,940.0479,3.3846767, Moderate triplet
PTF11dsb.fits,202.1976,288.0588,2301.6104,1559.6288,2091.4216,1383.0087,3.7490616, Moderate triplet
SN 2023ex.fits,192.07758,80.5325,2292.0688,899.40576,2100.1685,862.4093,9.187364, Good triplet
SN 2021ikn.fits,190.11092,128.22466,1701.2465,802.82025,1511.1353,729.96423,9.051721, Good triplet
SN 2023edc.fits,189.66594,115.994774,2000.4955,1070.3292,1810.8296,1024.3735,6.462837, Good triplet
SN 2020eqc.fits,191.25316,44.007774,1965.8005,864.3175,1780.403,815.17737,0, Moderate triplet
SN 2021ksm.fits,186.84344,9.506251,1783.3403,298.68246,1596.9104,290.68195,7.70607, Good triplet
SN 2022coz.fits,196.4424,178.02289,2186.9465,1198.8749,1990.5143,1111.3634,10.954237, Good triplet
SN 2021gci.fits,214.71004,310.60037,2071.5215,2237.9988,1811.9326,1908.683,1.712362, Moderate triplet
SN 2023yzw.fits,188.8642,65.77803,2063.7473,603.2964,1874.8833,571.69275,4.1405687, Moderate triplet
SN 2021qqr.fits,213.80438,195.18054,2135.5288,2288.2363,1783.4873,1901.7869,0.8032818, Moderate triplet
SN 2021qvr.fits,193.60034,110.8715,1812.6016,1746.0659,1595.438,1578.2034,7.8645244, Good triplet
SN 2019cir.fits,187.99828,64.110435,1832.5154,555.44354,1644.5186,520.5864,10.933094, Good triplet
SN 2019pdi.fits,192.47829,208.91228,1673.2654,667.2983,1481.751,629.56305,4.9265456, Moderate triplet
SN 2021aele.fits,nan,nan,1618.9365,785.8793,nan,nan,0, Poor triplet
SN 2020lyo.fits,190.43864,61.694157,2097.3857,795.62384,1906.9473,762.0551,9.200662, Good triplet
SN1996cr.fits,nan,nan,4974.4224,2999.3286,nan,nan,0, Poor triplet
SN 2023jto.fits,191.93983,140.8554,2051.764,927.08875,1840.6044,684.1247,2.6080258, Moderate triplet
SN 2019mxd.fits,188.96822,24.624641,2079.5852,635.55084,1890.6174,619.1684,7.4471426, Good triplet
SN 2021ahpl.fits,189.80139,74.75815,2005.1877,893.109,1809.6178,790.735,9.347323, Good triplet
SN 2018lab.fits,211.45148,265.71182,3025.5007,3094.4248,2814.5842,3017.1462,4.1483526, Moderate triplet
SN1990L.fits,191.85915,243.61906,1811.739,1010.3152,1620.1152,933.64307,3.1424296, Moderate triplet
SN 2021fnt.fits,189.83769,72.58558,2191.7136,902.914,2001.8763,868.02747,12.133381, Good triplet
SN 2017dfq.fits,191.78802,148.73285,2024.8872,931.7523,1833.1677,880.54987,8.85395, Good triplet
SN 2018lqj.fits,189.18025,74.39478,1649.0005,583.2113,1455.7865,492.93588,6.7119937, Good triplet
SN 2021ont.fits,189.0871,103.45526,1993.2924,810.5972,1804.2051,763.36066,6.981812, Good triplet
SN 2016hgw.fits,196.7297,173.46558,2093.3145,1057.9735,1892.8666,963.5273,7.973927, Good triplet
SN 2018ggc.fits,191.17195,131.34422,1853.3644,960.23376,1657.6208,860.65955,9.923449, Good triplet
SN 2021nxq.fits,191.00308,146.4279,1986.4292,616.5469,1795.4313,548.32434,10.945283, Good triplet
SN 2022hrs.fits,258.62317,261.23315,4876.2456,3940.4934,4617.6255,3786.765,10.294334, Good triplet
SN 2018zc.fits,187.8297,31.026602,1953.9857,459.22964,1767.4755,435.24707,10.342037, Good triplet
SN 2021kux.fits,189.40933,53.196583,2165.0835,868.9894,1967.1978,739.3008,9.569449, Good triplet
SN 2017gkk.fits,198.6441,86.50207,2090.2039,1250.8096,1891.5597,1201.8292,6.961323, Good triplet
SN 2020ilb.fits,188.90805,112.758575,1985.3854,509.88394,1796.5211,467.8347,6.506956, Good triplet
SN 2020rmg.fits,188.96086,85.91306,1901.556,810.7955,1706.5353,758.5251,7.3185973, Good triplet
SN 2017ejb.fits,nan,nan,3328.9712,2680.1675,nan,nan,0, Poor triplet
SN 2016jiu.fits,191.28404,171.766,1759.3923,606.71265,1568.447,551.03046,7.093113, Good triplet
SN 2018hox.fits,194.34857,195.61081,2189.904,1044.8656,1989.127,918.31836,6.596892, Good triplet
SN 2019sce.fits,188.43907,10.817432,1612.2704,428.75195,1423.8309,422.11023,5.1835666, Good triplet
SN 2022xiw.fits,205.44351,217.15143,1943.9097,1344.8414,1726.4209,1174.2494,1.2414342, Moderate triplet
SN 2023omp.fits,190.06929,46.792927,2073.4238,555.9378,1883.3544,528.31213,10.2160225, Good triplet
SN 2018bzz.fits,184.86186,18.157284,1891.6908,370.78876,1706.8287,359.424,8.3722925, Good triplet
SN 2018fio.fits,190.60808,133.9694,1807.6663,984.9638,1617.0842,934.39514,6.399681, Good triplet
SN 2020nlb.fits,244.8452,236.66888,4344.677,3023.0952,4094.9995,2885.8484,8.200261, Good triplet
SN 2021yxy.fits,193.00838,70.70468,2143.113,840.102,1946.9587,762.5428,2.947271, Moderate triplet
SN2015bo.fits,189.74454,142.26767,2281.4543,513.2007,2089.2349,416.24622,14.108318, Good triplet
SN 2018lzr.fits,188.80579,49.211586,1621.4092,539.2305,1432.6038,515.47784,9.027403, Good triplet
SN 2022aamo.fits,190.90038,181.8241,1590.4163,618.084,1399.8085,555.8146,5.4433, Good triplet
ESSENCEm027.fits,190.4682,40.105232,1801.0262,736.69305,1606.0948,652.76447,6.7159758, Good triplet
SN 2021fxy.fits,206.81389,152.7038,2747.8582,2067.8733,2569.5894,2037.367,10.110394, Good triplet
SN 2022aecb.fits,199.66222,163.4076,2181.4722,1313.318,1981.8105,1244.9462,6.0115247, Good triplet
SN 2019wzj.fits,194.90315,152.16902,2189.6055,1344.5101,1988.0618,1256.4318,13.099461, Good triplet
SN 2018aqi.fits,200.34637,89.85709,2467.9368,1375.849,2255.2454,1195.1188,7.893344, Good triplet
SN 2022ptu.fits,190.545,117.01162,1570.1504,675.6601,1377.2325,603.2107,5.747814, Good triplet
SN 2020mrf.fits,191.37917,190.9362,2099.0864,1050.1802,1891.359,814.79175,8.142502, Good triplet
SN 2019vpz.fits,188.3176,134.35855,1972.0009,863.2177,1776.3059,748.26666,7.094952, Good triplet
SN 2023dpf.fits,193.64969,161.51912,1928.9071,964.21826,1727.9827,817.99567,2.3126616, Moderate triplet
SN 2023nbr.fits,185.75934,49.782173,1731.3704,645.48944,1545.6815,627.3496,5.998946, Good triplet
SN 2020dgc.fits,187.11542,44.383804,1925.2695,636.06464,1734.7299,553.052,12.053571, Good triplet
SN 2020ppi.fits,nan,nan,2039.137,1528.2758,nan,nan,0, Poor triplet
SN 2021aabp.fits,190.12177,143.33302,2001.5795,613.31586,1806.5386,500.27136,3.6268225, Moderate triplet
SN2018kdx.fits,187.57184,32.575855,1960.8706,442.3959,1773.4255,420.57578,15.415454, Good triplet
SDSS-II SN 9239.fits,186.81656,54.04135,1949.9634,629.2088,1759.5615,560.1057,1.8626673, Moderate triplet
SN 2021sjt.fits,203.36838,89.17759,2876.174,1491.8313,2669.0637,1412.0033,6.1560154, Good triplet
SN 2022oqf.fits,190.2177,90.223145,2399.0996,1169.8031,2164.277,793.9179,1.5903999, Moderate triplet
SN 2018vr.fits,nan,nan,1682.8696,657.23,nan,nan,0, Poor triplet
SN 2019esa.fits,nan,nan,2161.0034,965.5045,nan,nan,0, Poor triplet
SN 2018jlp.fits,197.12442,190.29665,2375.6401,1805.1884,2172.8237,1729.3479,6.7459445, Good triplet
SN 2019cdn.fits,189.18025,74.39478,1649.0005,583.2113,1455.7865,492.93588,6.7119937, Good triplet
SN2019wmk.fits,191.81662,81.23614,1949.536,700.20685,1757.7194,647.31525,7.88958, Good triplet
SN 2019clh.fits,nan,nan,2189.2017,985.5335,nan,nan,0, Poor triplet
SN 2018cow.fits,188.13976,72.22777,2087.384,857.6504,1895.249,763.1016,7.371874, Good triplet
SN 2017le.fits,189.54492,134.36253,2138.6904,784.91327,1949.2882,742.311,5.974209, Good triplet
SN 2018kp.fits,194.9536,165.63313,2405.5872,1698.1681,2207.5737,1640.2239,11.572604, Good triplet
SN 2016eqa.fits,201.78795,260.032,1956.4712,1363.0712,1750.6896,1216.8822,10.118449, Good triplet
SN 2019omb.fits,189.66458,107.84684,1876.3911,661.546,1686.7269,603.21277,9.130109, Good triplet
SN 2023txv.fits,nan,nan,2717.5847,2620.1365,nan,nan,0, Poor triplet
SN 2018gk.fits,187.26808,46.61667,2233.7344,739.12,2043.1256,674.35925,9.135733, Good triplet
SN 2023nfg.fits,191.05785,171.29395,1503.3975,749.17993,1312.8267,711.56146,5.24869, Good triplet
SN 2019tve.fits,189.3763,64.09033,2068.1738,843.5781,1874.3885,762.1548,0.968161, Moderate triplet
SN2021rfv.fits,189.03477,141.60187,783.0105,897.58887,590.57904,787.24426,3.4309363, Moderate triplet
SN 2015bo.fits,194.21373,141.57487,2379.6619,1458.7313,2181.0735,1365.0856,15.606025, Good triplet
SN 2020vnr.fits,187.91335,43.633476,2164.9229,686.9181,1973.9287,622.53125,4.258141, Moderate triplet
SN 2017cxz.fits,190.27992,93.41765,1824.1627,1022.6405,1626.007,894.56464,9.702491, Good triplet
SN 2021htf.fits,193.54535,39.0103,2328.9773,1393.8109,2132.7107,1355.1252,5.664341, Good triplet
SN 2019gqd.fits,193.65906,128.05814,2210.1487,1285.2883,1991.5103,1040.5798,6.9333806, Good triplet
SN 2018aoq.fits,203.53616,203.34538,2933.9521,2331.2124,2720.395,2229.9995,9.76934, Good triplet
SN 2017ixf.fits,189.53029,116.33339,1834.5221,650.8792,1642.6068,552.3012,9.518838, Good triplet
SN 2017cbv.fits,nan,nan,3113.0051,2784.4778,nan,nan,0, Poor triplet
SN 2021hca.fits,184.99669,38.287342,2037.3856,462.06772,1848.8159,370.55826,9.15027, Good triplet
SN2006tc.fits,198.69318,178.08615,2137.1592,1123.0538,1938.4744,1026.5656,2.3350627, Moderate triplet
SN 2023jbe.fits,nan,nan,2434.1494,1008.0358,nan,nan,0, Poor triplet
SN 2017ghm.fits,203.70204,262.98132,2396.4878,1732.458,2176.2158,1560.271,1.2470133, Moderate triplet
SDSS-II SN 3006.fits,190.12076,75.31895,2022.6877,1153.8142,1821.6948,1058.2495,6.605982, Good triplet
SN 2015da.fits,191.76294,92.241516,2506.5522,1098.5035,2310.567,1028.2466,6.075356, Good triplet
SN 2021vtl.fits,189.34239,84.81796,1873.0972,1311.57,1550.3207,732.3695,7.8395967, Good triplet
SN 2019mhm.fits,nan,nan,2612.4084,2619.6433,nan,nan,0, Poor triplet
SN 2020fkb.fits,196.33833,67.65217,2161.4983,1443.9255,1959.3932,1359.0193,10.543562, Good triplet
SN 2023cvq.fits,190.67834,112.38758,1863.2509,989.0221,1659.9746,811.6415,6.66526, Good triplet
SN 2021bjd.fits,188.49173,131.75327,1646.0364,567.1857,1457.5657,507.93207,2.3254056, Moderate triplet
SN2020nvw.fits,188.86548,98.07611,2111.7927,471.70404,1922.9319,428.32248,10.51058, Good triplet
PTF09hpl.fits,195.59271,145.67287,2063.295,919.7105,1855.4502,735.84454,3.583816, Moderate triplet
SN 2016bkv.fits,210.3122,41.86646,3596.2974,1820.629,3381.4404,1764.461,7.980553, Good triplet
SN 2022zdn.fits,210.30807,329.4657,2134.0693,1538.0577,1922.2627,1341.5726,7.5480447, Good triplet
SN 2022paf.fits,197.129,141.37245,2653.2017,884.8585,2456.1062,833.2993,7.546016, Good triplet
SN 2020kre.fits,191.06735,44.403706,1898.935,948.10156,1696.9814,827.61224,8.691154, Good triplet
SN 2023ulo.fits,193.27008,122.24416,2000.7416,1323.9694,1773.9746,1031.2311,6.4065084, Good triplet
SN2020flg.fits,206.26515,263.7695,2188.7705,1406.5648,1978.2225,1271.6302,5.814279, Good triplet
SN 2018lan.fits,191.28157,95.64859,1733.9386,829.4616,1534.8883,717.745,7.75489, Good triplet
SN 2019dtt.fits,192.14365,146.9235,1943.1002,785.6538,1751.057,730.3292,10.078667, Good triplet
SN 2019myw.fits,191.99065,98.72061,1940.3488,1001.97095,1740.5515,889.81903,2.913965, Moderate triplet
SN 2019ejj.fits,nan,nan,2583.1167,2780.9048,nan,nan,0, Poor triplet
SN 2021tst.fits,187.90973,23.395658,1960.3965,562.4152,1772.4867,548.53613,6.7799134, Good triplet
SN 2022dme.fits,194.10626,130.48486,1746.1111,1126.5042,1552.0114,1073.3319,5.9415174, Good triplet
SN 2018pv.fits,201.55756,205.60992,2412.1326,2383.5593,2210.5757,2287.6467,10.504595, Good triplet
SN 2018lrd.fits,196.33833,67.65217,2161.4983,1443.9255,1959.3932,1359.0193,10.543562, Good triplet
SN 2023fxj.fits,186.84386,30.469954,1819.2925,650.8107,1628.9542,576.5366,8.956742, Good triplet
SN 2020xtq.fits,186.0445,14.619353,1929.5756,448.06497,1743.5306,439.97183,8.368858, Good triplet
SN 2018gys.fits,nan,nan,2101.3792,1056.5142,nan,nan,0, Poor triplet
SN 2020ees.fits,188.26671,79.57416,2528.2087,865.4147,2339.9424,838.7444,13.328527, Good triplet
SDSS-II SN 19520.fits,187.1297,55.836246,1965.5653,505.30875,1778.4355,477.47638,5.641133, Good triplet
SN 2020urn.fits,192.6566,153.59065,2088.8425,990.4974,1881.3212,768.32605,9.620864, Good triplet
SN 2019csd.fits,nan,nan,2271.0962,1200.1017,nan,nan,0, Poor triplet
SN 2021afdx.fits,nan,nan,1957.2346,960.74084,nan,nan,0, Poor triplet
SN 2023hwm.fits,189.4759,135.19846,1865.2194,616.78394,1672.3986,503.13165,8.399493, Good triplet
SN 2020ziz.fits,188.43428,68.16737,1614.4316,634.0221,1426.0514,604.3532,2.2406921, Moderate triplet
SN 2019kph.fits,190.86362,132.87694,2167.803,1069.3494,1945.2,800.1889,7.9645762, Good triplet
SN 2019due.fits,194.89806,221.52768,1912.6736,993.1018,1718.0338,919.26807,7.880243, Good triplet
SN 2017hcc.fits,190.19472,146.65402,1826.6627,814.37634,1637.1921,773.06506,5.907593, Good triplet
SN 2016jca.fits,194.5248,196.393,1435.3286,1431.3368,1227.9169,1255.4972,6.380794, Good triplet
SN 2020ywx.fits,186.92674,44.15425,1527.6992,686.07184,1332.1669,536.1153,0.98809606, Moderate triplet
SN 2019nap.fits,187.76059,39.08405,1861.7031,597.5354,1673.9424,573.43427,10.823098, Good triplet
SN2020nef.fits,236.81645,349.0552,2642.2175,2295.785,2391.0146,2108.4155,1.073459, Moderate triplet
SN 2016eiy.fits,192.44402,82.54542,2431.1262,761.192,2238.6826,719.1555,2.896759, Moderate triplet
SN 2022cvw.fits,194.00513,180.2303,2054.7375,829.0981,1860.8872,751.1329,1.8685331, Moderate triplet
SN2020rhz.fits,196.03355,136.83804,1922.3848,503.64874,1726.4253,445.18414,9.357749, Good triplet
SN 2018ebk.fits,212.99551,211.1405,3007.7449,2127.1484,2767.918,1910.0768,1.4962401, Moderate triplet
SN 2019rg.fits,188.64572,79.59351,2073.9497,716.86487,1875.4738,558.32336,9.1904545, Good triplet
SN 2021aexi.fits,194.60202,142.13322,2349.0713,1469.9551,2154.8293,1421.0869,2.1083114, Moderate triplet
SN 2019oyi.fits,194.42004,106.695915,1691.1655,964.2732,1490.8134,864.50446,5.5991845, Good triplet
SN 2022npv.fits,195.66937,159.48586,1717.3892,1060.1227,1514.8385,928.1438,5.529856, Good triplet
SN 2019kah.fits,nan,nan,2728.7705,708.0212,nan,nan,0, Poor triplet
SN 2023jo.fits,190.04169,56.21296,2249.397,1038.2427,2054.0652,953.32385,12.333561, Good triplet
SN2017guv.fits,194.94208,93.071266,2005.024,1210.8529,1782.4081,967.1669,5.4498086, Good triplet
SN 2019rrr.fits,187.23091,67.79996,1660.0319,441.20093,1472.8013,407.51404,8.788046, Good triplet
SN 2013if.fits,nan,nan,3250.5288,2554.225,nan,nan,0, Poor triplet
SN 2018imd.fits,236.91525,268.00507,3247.0852,2852.3982,3010.3699,2733.434,8.614596, Good triplet
SN 2019lqo.fits,196.3592,67.72397,2159.9446,1444.4878,1957.8457,1359.7413,11.905389, Good triplet
SN 2019xct.fits,187.57002,128.98561,1817.5546,556.70917,1630.0614,508.2998,7.2082586, Good triplet
SN 2023aakj.fits,189.93387,148.08424,2232.5986,1044.2524,2011.1952,687.3352,11.9142475, Good triplet
SN 2022ffg.fits,192.31122,183.1249,1896.5432,595.2596,1704.5975,534.60156,6.3548775, Good triplet
SN 2022fzf.fits,202.78438,189.14241,1371.4722,872.3439,1162.6145,766.25745,1.2972543, Moderate triplet
SN 2018bwa.fits,209.50665,264.78043,2806.6565,2031.4657,2538.7888,1606.0018,2.4526517, Moderate triplet
SN 2022vye.fits,194.12944,266.4288,1947.6602,935.3857,1754.282,862.32666,7.945505, Good triplet
SN 2023uvr.fits,188.61064,66.59148,1905.8206,600.9929,1724.8047,650.7484,0, Moderate triplet
SN 2019jrj.fits,192.414,48.650066,1882.2593,694.62244,1682.7937,570.6852,9.99864, Good triplet
SN 2020mzc.fits,192.45023,146.70996,1879.1786,840.26135,1686.7284,768.10004,7.960141, Good triplet
SN 2021mfy.fits,187.39035,66.015,1929.9653,549.68005,1735.4691,396.1085,11.171762, Good triplet
SN 2020tzs.fits,190.20143,100.36725,2207.1692,830.4807,2016.9674,790.80005,5.328308, Good triplet
SN 2019wky.fits,190.5738,144.31615,2057.294,802.4453,1863.3097,696.1763,15.882708, Good triplet
SN 2021sqe.fits,188.91257,46.482815,1807.1598,595.7558,1618.2471,569.9927,1.2182261, Moderate triplet
SN 2023achj.fits,192.3988,213.7354,1658.8856,951.59,1457.9587,765.39465,5.5070276, Good triplet
SN2019onc.fits,189.49141,84.35985,1894.4349,485.7007,1707.0754,523.10126,9.190753, Good triplet
SN2020pki.fits,187.11478,27.785917,2198.1533,623.8579,2001.7025,461.19858,8.56753, Good triplet
SN 2017def.fits,191.88321,116.24217,2317.9834,1321.527,2102.8633,1087.0635,10.80529, Good triplet
SN 2025ei.fits,191.08669,136.71324,2122.439,893.1324,1933.2039,852.4941,10.793057, Good triplet
SN 2016eay.fits,185.85667,20.321001,2114.9565,610.8987,1923.4619,499.9625,9.381983, Good triplet
SN 2019rwd.fits,188.04074,44.949566,2280.183,477.05377,2092.142,451.99854,10.603019, Good triplet
SN 2016ggb.fits,nan,nan,1866.4905,1073.8313,nan,nan,0, Poor triplet
SN 2016eob.fits,189.6972,58.687073,2059.3625,1048.188,1859.1367,945.4081,8.734155, Good triplet
SN 2016gvd.fits,189.72557,51.687973,2003.5013,677.1589,1813.7758,651.32684,6.9429307, Good triplet
SN 2022ywf.fits,188.79118,25.508995,1979.837,1029.79,1791.0461,1013.3933,7.1357026, Good triplet
SN 2018cim.fits,195.46672,248.73045,1403.0986,702.73047,1207.8696,586.9003,6.7595716, Good triplet
SN 2018fng.fits,192.64247,200.20142,1988.1897,873.1459,1795.9641,803.23065,4.91316, Moderate triplet
SN 2016hgm.fits,188.75311,25.311146,1979.4197,1026.6857,1790.6671,1010.4514,6.8955636, Good triplet
SN 2016jae.fits,191.41678,190.60497,1849.9924,628.3627,1654.6749,499.71463,8.610194, Good triplet
PTF11oyn.fits,190.85724,92.4577,2073.2224,928.57245,1877.836,850.4951,6.120202, Good triplet
SN 2017evr.fits,188.89665,55.86842,1642.6543,616.14825,1453.7594,585.8345,5.485112, Good triplet
SN 2022frn.fits,201.06364,112.20168,3084.8267,1707.6919,2885.8157,1666.6896,15.178299, Good triplet
SN 2019ehk.fits,225.3609,109.048225,3520.6562,2171.0757,3295.2957,2097.8728,9.253428, Good triplet
SN 2019yvr.fits,203.24368,94.319496,2423.9204,2386.51,2240.3518,2359.7544,5.4964094, Good triplet
SN 2020acli.fits,nan,nan,4041.1707,2227.196,nan,nan,0, Poor triplet
SN 2022hoc.fits,194.04231,174.18399,2096.6423,828.8218,1899.7288,729.646,9.528737, Good triplet
SN 2023aajf.fits,nan,nan,1929.1636,1001.92017,nan,nan,0, Poor triplet
SN 2016ajf.fits,210.33028,278.20303,2620.5757,2268.4404,2401.3545,2136.661,2.2698433, Moderate triplet
SN 2020aboj.fits,188.37175,76.06741,2006.3518,823.4834,1808.9235,700.3475,5.923239, Good triplet
SN 2020acef.fits,189.52078,158.61302,2300.1323,503.2374,2110.7634,443.72787,10.2265625, Good triplet
SN 2020iyz.fits,189.96175,90.286064,1740.3516,825.6792,1550.4232,782.82715,4.908442, Moderate triplet
SDSS-II SN 14037.fits,188.78615,34.70565,1978.4319,583.0843,1783.9137,478.32733,7.192607, Good triplet
SN 2018cqp.fits,188.19571,85.27814,2069.8276,595.73944,1881.6323,556.01337,10.492697, Good triplet
SN 2020nif.fits,196.1477,67.58681,2413.2,1923.191,2217.0527,1885.3066,5.4216228, Good triplet
SN 2019np.fits,191.81361,60.805546,1909.0386,1113.3962,1717.2245,1078.8153,6.8041196, Good triplet
SN 2018jkb.fits,189.20314,98.86797,2092.041,931.501,1898.3335,844.0607,7.580999, Good triplet
SN 2021adgz.fits,190.68909,107.38297,2018.6382,890.8269,1827.9998,852.4285,8.872958, Good triplet
SN 2021kqv.fits,191.10124,101.14759,1390.0391,718.686,1191.5825,564.6677,7.513416, Good triplet
SN 2020ayh.fits,205.99574,244.83391,2355.7817,1852.5142,2129.4207,1627.9557,4.6000757, Moderate triplet
SN 2021do.fits,207.31529,224.95831,2704.1135,1826.0754,2497.2546,1744.5293,9.140835, Good triplet
SN 2018foc.fits,195.94193,181.01608,1939.6831,1436.0597,1724.4727,1239.5616,8.456734, Good triplet
SN 2022eyj.fits,190.22128,95.70463,1995.2896,785.1134,1805.0681,735.3966,10.948612, Good triplet
SN2014do.fits,nan,nan,3205.3071,2523.4282,nan,nan,0, Poor triplet
SN 2022jli.fits,202.5897,92.75399,2925.0562,2925.678,2722.4678,2871.539,8.734064, Good triplet
SN2020ysl.fits,191.8364,95.58224,2238.646,560.8269,2046.811,524.6768,6.7542715, Good triplet
SN 2018kcw.fits,nan,nan,1896.74,2261.963,nan,nan,0, Poor triplet
